N,P,K,temperaturec,temperaturef,ph,rainfall,label
10,79,18,21.0643684,69.91586312,5.624731338,184.6226709,pigeonpeas
30,75,25,30.33276599,86.59897878,6.446091759,149.299952,pigeonpeas
40,70,20,31.80130272,89.2423449,5.623490043,147.0361442,pigeonpeas
38,55,19,33.18184225,91.72731605,5.864623352,198.8298806,pigeonpeas
35,58,20,29.38538562,84.89369412,5.761702519,90.05422663,pigeonpeas
38,61,21,30.27374995,86.49274991,4.696518678,127.7767134,pigeonpeas
33,58,24,35.45790488,95.82422878,5.269504214,108.6333046,pigeonpeas
16,56,17,33.80020039,92.8403607,7.445444883,176.6165894,pigeonpeas
31,72,17,28.69180475,83.64524855,5.833031708,96.36222901,pigeonpeas
16,80,20,31.24021696,88.23239053,7.339320929,122.0146733,pigeonpeas
27,72,17,28.98039357,84.16470843,6.347929353,120.7435664,pigeonpeas
40,62,19,27.32198928,81.1795807,4.697750704,96.51524028,pigeonpeas
18,58,16,21.47607807,70.65694053,4.962661422,180.382234,pigeonpeas
3,68,16,18.31910448,64.97438806,4.964887857,107.4721605,pigeonpeas
26,67,24,36.97794384,98.56029891,5.642813116,161.4812963,pigeonpeas
16,70,20,24.80467592,76.64841666,5.6093956,121.5639121,pigeonpeas
24,63,19,19.3479443,66.82629974,4.681576043,194.5921148,pigeonpeas
9,76,25,28.88302142,83.98943856,5.70951224,179.2155874,pigeonpeas
16,55,19,19.54314136,67.17765445,6.413543781,192.4372194,pigeonpeas
28,75,21,24.7741949,76.59355082,6.007508163,114.2821387,pigeonpeas
16,71,24,18.33124824,64.99624683,4.946369874,139.6483317,pigeonpeas
24,70,21,19.14729038,66.46512268,5.517208078,132.7748215,pigeonpeas
38,72,21,28.23416057,82.82148903,5.902103172,186.5008581,pigeonpeas
9,66,21,30.11812084,86.21261751,5.719889876,157.0858232,pigeonpeas
34,56,17,33.4126864,92.14283552,4.548202098,139.6702541,pigeonpeas
1,76,19,24.18553163,75.53395693,6.669529416,177.3377996,pigeonpeas
6,69,19,26.88630675,80.39535215,4.750929218,94.46748008,pigeonpeas
26,73,21,31.33170829,88.39707492,4.946263888,161.7820226,pigeonpeas
27,61,18,33.30711818,91.95281272,5.266227032,108.5090168,pigeonpeas
27,71,23,23.45379018,74.21682232,7.10959773,150.8712202,pigeonpeas
36,61,21,34.53823889,94.16883,5.617008201,168.5948318,pigeonpeas
17,73,18,19.50112224,67.10202003,5.632353113,197.3752649,pigeonpeas
26,72,22,28.76794904,83.78230827,4.674941549,91.72084869,pigeonpeas
17,64,16,30.97758716,87.75965689,7.161797643,180.716828,pigeonpeas
14,74,19,18.39759147,65.11566465,6.624966131,93.12330644,pigeonpeas
39,60,15,35.09357419,95.16843354,5.004074624,116.9106908,pigeonpeas
6,66,15,34.93174223,94.87713601,6.345806011,159.2649827,pigeonpeas
8,59,18,29.50523036,85.10941465,6.216814453,187.8961851,pigeonpeas
2,67,18,34.51934775,94.13482595,5.921666758,129.0064612,pigeonpeas
1,76,17,28.43430726,83.18175307,6.012719118,147.0414824,pigeonpeas
16,73,19,18.41645629,65.14962132,4.684079249,163.2747473,pigeonpeas
23,75,25,31.07508973,87.93516151,7.077170002,91.31256412,pigeonpeas
32,70,20,20.89342749,69.60816948,6.208843215,195.5697875,pigeonpeas
28,59,22,30.90607799,87.63094038,7.05181629,170.9919828,pigeonpeas
5,62,23,27.9348279,82.28269022,4.722222454,145.3728801,pigeonpeas
36,67,25,35.95176642,96.71317956,6.418062652,136.0456753,pigeonpeas
1,66,23,19.54317155,67.17770879,4.803564468,173.1686574,pigeonpeas
24,73,20,19.63736208,67.34725174,4.608695247,176.4134092,pigeonpeas
17,67,18,31.2192752,88.19469536,5.611510977,129.2028653,pigeonpeas
5,55,18,33.50876355,92.31577439,7.322097972,126.6738117,pigeonpeas
5,56,24,24.80710166,76.65278299,5.023115055,188.4928637,pigeonpeas
37,77,17,36.20970524,97.17746943,5.617122801,191.0658531,pigeonpeas
13,73,20,30.50420876,86.90757577,5.391560418,162.5927723,pigeonpeas
6,63,23,26.01630259,78.82934466,5.906596905,160.3337447,pigeonpeas
16,77,22,31.48469278,88.672447,6.574209678,100.546816,pigeonpeas
25,64,20,33.15122581,91.67220646,4.807776749,105.0380275,pigeonpeas
34,75,24,23.50222822,74.3040108,4.760038039,192.3023991,pigeonpeas
20,77,23,34.87248659,94.77047586,5.180271502,148.2502786,pigeonpeas
35,80,25,28.09269012,82.56684222,4.895927306,197.1144011,pigeonpeas
14,75,24,24.54757829,76.18564092,6.436160044,118.3606557,pigeonpeas
36,80,21,33.64769646,92.56585363,7.066087261,100.4673278,pigeonpeas
7,77,18,20.5591255,69.0064259,6.655918078,191.0895109,pigeonpeas
29,78,25,19.95991719,67.92785094,5.982854523,195.787103,pigeonpeas
30,60,21,28.87667593,83.97801667,5.457871273,182.2688175,pigeonpeas
20,74,16,36.04353699,96.87836658,4.759490199,159.8938645,pigeonpeas
19,57,23,23.6734328,74.61217904,7.342409555,141.1250722,pigeonpeas
3,60,19,25.74679443,78.34422997,4.820788186,100.7791633,pigeonpeas
5,77,19,31.08564994,87.95416989,6.242052013,175.9303271,pigeonpeas
5,68,20,18.72987676,65.71377817,5.001038726,139.8710041,pigeonpeas
37,73,21,29.50304807,85.10548653,5.560224583,189.5208915,pigeonpeas
9,59,24,20.43517772,68.7833199,4.747352458,137.2279662,pigeonpeas
20,72,15,36.00415838,96.80748508,7.313517308,134.8596466,pigeonpeas
31,56,23,31.46846241,88.64323234,5.661826398,174.5723999,pigeonpeas
0,70,21,36.30049702,97.34089464,4.672437054,101.6073988,pigeonpeas
21,74,15,29.49096726,85.08374107,6.471862118,153.2504506,pigeonpeas
13,67,18,30.5753044,87.03554792,5.384762927,177.5764304,pigeonpeas
27,74,20,24.69487673,76.45077811,5.859813416,91.95792434,pigeonpeas
29,72,24,23.17409556,73.71337201,6.962386495,162.5931264,pigeonpeas
5,68,20,19.04380471,66.27884848,6.12166671,155.3705624,pigeonpeas
39,57,19,29.32379604,84.78283287,6.421748487,165.4113371,pigeonpeas
22,62,16,34.6455408,94.36197344,4.828936119,180.9009998,pigeonpeas
18,55,23,21.9989826,71.59816868,6.98571967,136.8274312,pigeonpeas
39,77,21,22.99774444,73.39593999,4.603563116,159.689339,pigeonpeas
13,75,20,30.55992394,87.00786309,6.979540061,178.8998611,pigeonpeas
27,71,24,31.46417866,88.63552159,7.064973419,165.405354,pigeonpeas
26,64,22,25.95058595,78.71105471,5.16516459,109.1821183,pigeonpeas
23,55,16,21.01142393,69.82056307,5.111488821,185.2039114,pigeonpeas
4,69,19,19.25100056,66.65180101,5.374358869,149.063196,pigeonpeas
20,67,19,19.24462755,66.64032959,5.671419084,180.6465282,pigeonpeas
7,74,17,22.47253208,72.45055774,5.667419697,96.74706956,pigeonpeas
17,64,18,36.75087487,98.15157477,6.07938452,124.6028153,pigeonpeas
35,71,17,29.89286629,85.80715932,6.931924963,198.1403003,pigeonpeas
11,72,22,29.37735586,84.87924055,6.842744374,172.40168,pigeonpeas
20,60,22,29.65052947,85.37095305,6.876572503,186.9226052,pigeonpeas
10,71,18,19.54284889,67.177128,6.151029296,173.1106982,pigeonpeas
33,61,24,20.04611791,68.08301224,4.567446499,122.4564203,pigeonpeas
3,49,18,27.91095209,82.23971376,3.692863601,32.67891866,mothbeans
22,59,23,27.32220619,81.17997114,4.371745575,36.5037914,mothbeans
36,58,25,28.66024187,83.58843537,8.399135958,36.92629678,mothbeans
4,43,18,29.02955344,84.25319619,8.840656256,72.98016599,mothbeans
29,54,16,27.78031515,82.00456727,8.153022903,32.05025323,mothbeans
32,43,22,31.99928579,89.59871442,5.270749441,71.6266696,mothbeans
14,55,15,27.33580911,81.2044564,8.050304395,73.44775287,mothbeans
5,35,20,28.92952635,84.07314743,9.679240873,66.35634104,mothbeans
25,57,24,27.65472156,81.77849881,6.974978386,36.94255012,mothbeans
11,53,24,28.52396666,83.34313999,7.39389918,61.32935611,mothbeans
40,49,17,31.02215872,87.8398857,6.68727523,53.56783314,mothbeans
38,56,25,25.74095321,78.33371578,7.88118645,67.43488235,mothbeans
27,43,23,31.70447482,89.06805468,5.875333778,44.94317432,mothbeans
24,38,22,24.47876451,76.06177612,8.202706015,34.96933295,mothbeans
23,45,21,31.46511256,88.63720261,8.985348193,74.44330654,mothbeans
29,57,20,25.60973447,78.09752205,5.87707519,53.39249517,mothbeans
31,35,23,30.30260453,86.54468815,7.707595055,68.04039813,mothbeans
0,55,25,28.17489437,82.71480987,4.524171562,45.78172762,mothbeans
7,45,22,25.50634557,77.91142203,9.926212291,74.32635105,mothbeans
17,58,25,31.12896766,88.03214179,6.455592696,32.76742894,mothbeans
11,44,17,26.34043268,79.41277882,8.016210782,35.1051197,mothbeans
22,49,22,28.23494706,82.82290471,3.71105919,72.66666443,mothbeans
9,51,19,27.04453473,80.68016251,5.49091063,48.25207759,mothbeans
28,48,15,25.16125354,77.29025637,9.254089438,40.89732789,mothbeans
26,50,19,27.3179125,81.1722425,6.005242945,32.55919573,mothbeans
36,56,20,25.4123765,77.7422777,7.437078236,31.87416982,mothbeans
8,60,18,31.21629982,88.18933968,3.808429173,53.1205277,mothbeans
24,37,21,30.573999,87.0331982,5.818219385,62.74803826,mothbeans
22,43,24,25.42517036,77.76530665,4.52363558,46.19374559,mothbeans
36,43,24,27.09400578,80.7692104,3.510404312,41.53749535,mothbeans
22,44,24,24.30935081,75.75683146,6.030447288,58.99536268,mothbeans
17,43,22,30.06142622,86.1105672,5.498340808,41.0550915,mothbeans
8,45,15,28.09568993,82.57224187,4.61136408,33.84110759,mothbeans
7,56,23,26.33908791,79.41035824,5.545219232,55.50429227,mothbeans
36,57,16,28.61409059,83.50536306,8.292875734,57.02891698,mothbeans
11,45,19,28.70012137,83.66021847,3.828031463,44.11622138,mothbeans
6,36,22,24.21610338,75.58898608,8.869532817,42.24783476,mothbeans
17,57,20,28.50677929,83.31220272,3.793575185,66.1761456,mothbeans
4,47,20,25.97948991,78.76308184,4.193189124,72.19245835,mothbeans
9,49,16,30.88482722,87.592689,7.661537348,55.053805,mothbeans
25,51,24,25.5042419,77.90763542,9.392694614,65.07981523,mothbeans
36,44,21,25.12528913,77.22552043,4.516154055,38.48678973,mothbeans
21,38,20,27.10508014,80.78914425,5.794289715,62.20279647,mothbeans
37,57,20,31.1006247,87.98112446,7.354286985,70.79934452,mothbeans
32,48,18,26.45707778,79.62274,5.993513566,64.16167699,mothbeans
29,44,20,30.04132304,86.07438147,8.620107545,31.83192392,mothbeans
25,51,18,27.77799528,82.0003915,9.45949344,50.28438729,mothbeans
10,44,24,30.99256944,87.78662499,8.0344125,58.27600682,mothbeans
23,35,18,26.4908332,79.68349976,5.414492777,36.99362831,mothbeans
9,60,23,31.96987867,89.54578161,6.276004336,64.25520357,mothbeans
3,58,21,25.36140526,77.65052947,9.160691747,55.60523179,mothbeans
22,42,22,25.54249137,77.97648447,7.887658711,48.46797044,mothbeans
12,39,21,28.99319096,84.18774373,8.183844843,70.4713043,mothbeans
39,36,22,29.34317422,84.8177136,9.072011412,34.03335472,mothbeans
32,41,16,28.63618921,83.54514058,7.702287236,68.54877876,mothbeans
30,41,15,24.83206631,76.69771936,5.88509677,52.0810886,mothbeans
19,36,22,25.44689075,77.80440335,6.16496284,57.04826619,mothbeans
4,46,15,31.01274943,87.82294897,3.504752314,63.77192383,mothbeans
21,39,20,27.06179658,80.71123384,7.388007483,60.74583498,mothbeans
35,57,25,27.0956288,80.77213184,8.340398059,71.1271039,mothbeans
22,55,24,28.56800579,83.42241042,8.66077954,64.53027638,mothbeans
35,51,17,28.79929247,83.83872645,3.558822825,40.85534718,mothbeans
17,56,17,27.94293692,82.29728646,5.9565851,69.66289997,mothbeans
28,57,17,30.47757686,86.85963835,9.416003106,61.86633917,mothbeans
22,36,16,30.58139475,87.04651055,8.18422855,64.58559639,mothbeans
11,41,19,26.85911286,80.34640315,5.131779302,44.13827124,mothbeans
38,38,18,26.31051759,79.35893166,6.294130313,35.73403813,mothbeans
23,37,24,28.77833449,83.80100208,7.991902443,33.95825723,mothbeans
25,35,20,28.90245417,84.02441751,8.923095695,71.90018566,mothbeans
40,45,20,29.37687468,84.87837442,6.878498176,38.34303462,mothbeans
23,58,19,24.17093241,75.50767834,5.243634849,59.18953429,mothbeans
2,56,23,26.65333029,79.97599452,7.550090941,36.91852635,mothbeans
3,56,17,28.19912143,82.75841857,8.709291688,52.13580529,mothbeans
26,51,25,28.76488954,83.77680117,7.792508068,55.21606732,mothbeans
39,42,20,29.3499706,84.82994708,8.055908858,40.82840673,mothbeans
27,59,20,28.00937423,82.41687361,4.397698806,36.01203025,mothbeans
24,45,19,26.85851927,80.34533469,5.952384957,34.7426459,mothbeans
7,40,17,31.2123945,88.1823101,8.532078733,53.78769958,mothbeans
15,45,23,24.20422636,75.56760745,7.224193642,46.0203959,mothbeans
26,52,23,29.98835437,85.97903787,4.931890506,52.92929636,mothbeans
20,45,16,29.93964907,85.89136833,4.626212446,45.43669946,mothbeans
34,54,24,31.2119298,88.18147364,5.026003659,68.80141783,mothbeans
19,51,25,26.80474415,80.24853947,3.5253661,43.87801983,mothbeans
29,41,21,31.49398069,88.68916524,8.86979671,64.56807592,mothbeans
20,50,22,30.99694676,87.79450417,9.406887533,38.31597852,mothbeans
11,40,23,29.61253065,85.30255517,5.80428611,50.1978269,mothbeans
15,54,15,29.97604322,85.9568778,8.35495812,44.86052932,mothbeans
35,55,22,30.88883074,87.59989533,8.634929739,55.51932414,mothbeans
9,59,25,30.39321309,86.70778356,7.699200949,35.37493212,mothbeans
40,45,18,30.43683729,86.78630712,5.261285926,30.92014047,mothbeans
35,38,19,25.32688786,77.58839815,9.112771682,32.71129281,mothbeans
14,58,17,30.53684308,86.96631754,4.605700542,33.48919022,mothbeans
40,55,18,30.38257873,86.68864171,7.115994051,47.95406479,mothbeans
18,36,23,24.01825377,75.23285679,7.214078621,35.03404425,mothbeans
35,52,15,28.69841277,83.65714299,9.93509073,65.67591794,mothbeans
4,59,22,29.33743412,84.80738142,8.914074888,42.44054315,mothbeans
22,51,16,27.96583691,82.33850644,8.639586199,70.10472076,mothbeans
33,47,17,24.86803974,76.76247153,8.621514073,63.9187654,mothbeans
2,51,17,25.87682261,78.5782807,5.838508699,38.53254678,mothbeans
16,51,21,31.01963639,87.8353455,3.532008668,32.81296548,mothbeans
19,55,20,27.43329405,81.37992929,7.18530147,54.73367631,mungbean
8,54,20,28.3340432,83.00127776,7.034214276,38.7976407,mungbean
36,55,20,27.01470397,80.62646715,6.635968698,55.296354,mungbean
10,56,16,28.17432665,82.71378797,6.828187499,36.35720652,mungbean
22,56,17,29.87888063,85.78198513,6.89077995,44.75215854,mungbean
9,57,24,29.89232778,85.80619,7.165121109,42.99498978,mungbean
34,59,23,28.56212158,83.41181884,6.935804256,56.48265193,mungbean
31,51,25,27.53592929,81.56467272,7.196774236,53.01899249,mungbean
0,49,18,29.68361658,85.43050984,6.990095452,41.82490236,mungbean
21,39,20,28.14448546,82.66007383,7.064782138,46.75690086,mungbean
28,35,22,29.53037621,85.15467718,7.156563094,59.87232071,mungbean
17,52,17,27.88352946,82.19035303,6.364967184,44.64407105,mungbean
24,42,23,28.22471276,82.80448297,6.428054409,44.01206619,mungbean
28,46,16,29.008124,84.2146232,6.664187809,45.91011391,mungbean
21,38,21,29.75538903,85.55970025,6.637677489,37.54602719,mungbean
34,60,25,29.78416743,85.61150137,6.79385576,40.77872823,mungbean
19,53,22,27.8640132,82.15522376,6.852884643,42.83053902,mungbean
31,58,15,27.11026483,80.79847669,7.121571293,51.52617423,mungbean
19,35,24,27.11030369,80.79854664,6.883308033,49.11964582,mungbean
24,53,17,28.95451232,84.11812218,6.421271178,57.65901369,mungbean
13,47,20,29.21780035,84.59204063,6.54450214,43.1386631,mungbean
31,53,16,28.7420098,83.73561764,6.452006451,48.54598575,mungbean
28,45,23,29.65021184,85.37038131,6.489259136,56.76278363,mungbean
31,37,21,27.23924995,81.03064991,6.713410626,37.31236904,mungbean
33,60,15,28.95172351,84.11310232,6.510840928,56.51103293,mungbean
34,45,21,28.18837136,82.73906845,6.287380117,37.01110438,mungbean
13,57,25,28.30041493,82.94074687,6.86308576,50.47333854,mungbean
33,57,17,27.89636126,82.21345027,6.78415271,57.79863368,mungbean
32,57,22,28.6899851,83.64197318,6.769415888,44.56598352,mungbean
23,59,25,27.8262623,82.08727214,6.320768488,56.68833819,mungbean
35,41,18,28.70562673,83.67012811,6.705008504,59.87065439,mungbean
6,48,24,28.6362812,83.54530616,6.790736339,48.48319335,mungbean
29,36,25,28.28511547,82.91320785,7.130278657,48.56690235,mungbean
4,36,22,27.60887393,81.69597307,7.012740397,43.80041104,mungbean
10,59,22,28.60901145,83.49622061,7.155685016,36.94616965,mungbean
14,48,21,29.24598976,84.64278157,6.991242362,53.43228915,mungbean
8,50,21,28.62911222,83.532402,6.218923893,50.49913241,mungbean
20,40,15,29.57329479,85.23193062,7.199495368,45.04467075,mungbean
36,43,22,27.82684262,82.08831672,6.389882166,58.37249772,mungbean
14,57,15,29.8757015,85.7762627,6.623438282,40.12044158,mungbean
11,60,23,27.33684386,81.20631895,7.033012777,51.09802625,mungbean
10,59,15,29.83040388,85.69472698,6.32400451,58.86687093,mungbean
7,60,25,28.2753171,82.89557078,6.397636709,56.04995423,mungbean
2,47,15,29.86860065,85.76348117,6.401455706,58.41394143,mungbean
20,45,22,29.5888162,85.25986916,6.904587016,54.96121262,mungbean
2,39,15,28.07219563,82.52995213,6.478557136,49.61865305,mungbean
27,40,24,27.84026517,82.11247731,7.063022095,52.84626009,mungbean
35,48,15,27.10818093,80.79472567,6.981758362,55.03723979,mungbean
4,59,25,27.68515114,81.83327205,6.227134139,54.62243308,mungbean
1,48,24,29.34594634,84.82270341,6.232836962,59.03629954,mungbean
36,43,21,28.36319404,83.05374927,7.140437859,52.93031105,mungbean
11,46,24,27.65280218,81.77504392,6.459252023,56.52558045,mungbean
34,47,19,27.31372793,81.16471027,6.568795404,53.15223123,mungbean
21,44,18,27.06909959,80.72437926,7.12851089,50.46746116,mungbean
17,58,20,28.06642822,82.5195708,6.42937879,39.23831035,mungbean
25,40,21,27.73329078,81.9199234,6.248900919,44.17580911,mungbean
2,38,18,27.53632932,81.56539278,6.619891498,45.48591922,mungbean
9,48,20,29.66461594,85.39630869,6.377568542,56.09542002,mungbean
37,49,25,29.9145443,85.84617974,6.415459592,41.39081525,mungbean
36,38,15,28.36363858,83.05454944,6.320662012,57.99524359,mungbean
40,58,15,29.46416042,85.03548876,6.978400282,43.15411472,mungbean
30,44,16,29.73013036,85.51423465,6.442335593,50.91511275,mungbean
1,59,23,27.46852989,81.4433538,7.184398832,43.78420984,mungbean
9,48,22,27.77076285,81.98737313,6.402926221,49.50812624,mungbean
14,41,17,29.12939524,84.43291143,7.085982325,36.45012824,mungbean
35,52,19,27.10606808,80.79092254,6.698574085,37.45680611,mungbean
31,48,17,28.88078945,83.98542101,6.594739424,53.79732545,mungbean
4,41,20,28.14720892,82.66497606,6.647965508,37.44800463,mungbean
30,37,25,29.89129144,85.80432459,7.120032489,54.7960127,mungbean
9,35,20,27.41503453,81.34706215,6.91380932,40.53173216,mungbean
20,41,20,29.27308605,84.69155489,7.073048264,50.9246554,mungbean
37,50,23,29.65296893,85.37534407,6.5304707,56.01913159,mungbean
34,35,21,28.44524991,83.20144984,6.684381357,58.18713162,mungbean
14,37,15,27.96235681,82.33224226,6.581351374,48.9366954,mungbean
23,39,22,29.25649321,84.66168778,6.86483915,42.02483277,mungbean
5,45,21,28.36291385,83.05324493,6.487124217,43.05130077,mungbean
22,37,20,27.62749466,81.72949039,6.605733068,39.26137642,mungbean
40,51,17,28.66086349,83.58955428,6.860602782,50.01534317,mungbean
27,56,20,29.2114218,84.58055924,6.41874299,51.53848218,mungbean
31,40,22,29.40889385,84.93600893,6.365513634,53.35486977,mungbean
38,36,21,28.02952623,82.45314721,6.556372966,36.12042927,mungbean
6,37,17,28.08657178,82.5558292,6.760694228,38.14476781,mungbean
6,47,18,29.16174608,84.49114294,6.715276663,40.16545979,mungbean
24,44,17,29.8596912,85.74744416,6.666380512,50.66487502,mungbean
25,59,19,29.06631494,84.31936689,6.626629798,43.95183726,mungbean
32,56,21,27.38538997,81.29370195,6.702772465,58.29933073,mungbean
8,45,18,27.93034941,82.27462894,7.011030515,43.25095608,mungbean
19,39,17,29.2808618,84.70555124,6.890156495,44.47427436,mungbean
39,37,15,28.9973145,84.1951661,6.821747052,59.84499208,mungbean
33,37,19,27.92678579,82.26821442,7.183189922,43.4826194,mungbean
26,54,17,28.5474135,83.3853443,6.27258822,49.4897245,mungbean
21,51,15,29.36488409,84.85679136,6.679127482,48.30159325,mungbean
22,54,20,28.56149805,83.41069649,6.689825155,41.013132,mungbean
29,45,16,28.43683487,83.18630277,6.583381939,43.12063289,mungbean
4,40,21,28.79728147,83.83510665,6.725551062,44.30070517,mungbean
10,37,22,28.7275267,83.70954806,7.069747814,58.52974279,mungbean
4,44,19,27.95639663,82.32151393,6.921993878,43.25726752,mungbean
20,45,17,28.17458662,82.71425592,6.770955317,37.2464655,mungbean
23,45,23,28.77653519,83.79776334,6.983130466,56.12443206,mungbean
25,48,21,28.438097,83.1885746,6.267684328,52.55469976,mungbean
56,79,15,29.48439992,85.07191986,7.454532137,71.89090748,blackgram
25,62,21,26.73433965,80.12181137,7.040056094,67.15096376,blackgram
42,61,22,26.27274407,79.29093933,7.418650668,70.23207557,blackgram
42,73,25,34.03679184,93.26622531,6.501869314,73.23573601,blackgram
44,58,18,28.03644051,82.46559292,6.814410928,72.49507741,blackgram
50,55,16,28.81460716,83.86629289,7.581442888,62.26242533,blackgram
35,72,21,34.03619494,93.26515089,7.741418772,66.85510868,blackgram
30,64,20,33.8642935,92.9557283,6.573531614,68.02199825,blackgram
27,64,21,32.84213012,91.11583422,7.543804223,73.67166182,blackgram
50,74,17,27.10053268,80.78095882,6.5408208,73.84949872,blackgram
39,73,24,25.65842532,78.18516558,7.22405917,69.28607828,blackgram
57,67,25,32.34744009,90.22539216,7.551364319,64.55882254,blackgram
52,63,19,29.58949031,85.26108256,6.928898659,67.53021213,blackgram
55,66,22,30.91219459,87.64195026,7.747775263,66.63830637,blackgram
51,56,18,28.12787838,82.63018108,6.706505915,70.86340755,blackgram
36,66,15,30.08545364,86.15381655,6.668238556,67.1367443,blackgram
59,55,19,31.74379487,89.13883077,7.332375138,68.97097538,blackgram
50,58,23,27.81326852,82.06388334,7.596802025,69.75555541,blackgram
30,65,25,32.88733849,91.19720928,7.70650895,71.50569456,blackgram
20,62,18,29.36358721,84.85445698,7.366542647,61.91208707,blackgram
58,71,15,27.82592799,82.08667038,6.919243702,74.01229707,blackgram
25,71,24,28.49538735,83.29169723,7.187721818,74.91559514,blackgram
52,71,16,27.74274761,81.9369457,7.075886472,71.78615328,blackgram
40,63,18,30.41588462,86.74859232,6.74441168,63.02473185,blackgram
20,60,25,27.3254209,81.18575762,6.726469088,61.19250859,blackgram
48,61,21,30.28496619,86.51293914,6.628264883,65.62859526,blackgram
49,68,22,28.56840626,83.42313127,7.127064207,63.49726331,blackgram
48,62,15,25.36586097,77.65854975,7.538631462,65.81655892,blackgram
32,66,17,34.9466155,94.9039079,7.162357641,70.1415139,blackgram
21,63,22,25.09737391,77.17527304,6.859409487,74.61649888,blackgram
20,72,19,32.47648301,90.45766942,7.397190844,65.820457,blackgram
25,65,21,33.86351172,92.9543211,6.880245789,69.24464096,blackgram
41,78,21,25.19857725,77.35743905,6.581313137,70.88787207,blackgram
53,67,17,31.77681682,89.19827028,7.296972161,61.46892873,blackgram
39,60,21,34.89814946,94.81666903,6.97297656,64.72797143,blackgram
25,76,17,31.74105409,89.13389736,7.241148507,62.3061735,blackgram
21,78,19,27.16159076,80.89086337,6.92009048,69.85112265,blackgram
57,60,17,26.23773129,79.22791632,7.504608385,73.58663968,blackgram
56,75,15,30.20157245,86.36283041,7.152272256,66.37171179,blackgram
49,72,15,31.55846339,88.8052341,7.137004749,74.86960831,blackgram
24,80,19,29.67892453,85.42206415,6.808041722,65.66436565,blackgram
49,76,18,27.05365239,80.6965743,7.393631868,60.4693835,blackgram
28,68,19,34.63880966,94.34985739,7.69950698,72.43169115,blackgram
55,78,21,33.39438752,92.10989754,6.602888249,63.57445989,blackgram
50,64,25,28.84079155,83.91342479,6.734447425,70.25496749,blackgram
34,80,19,31.49338309,88.68808956,6.521217963,71.48327008,blackgram
20,68,23,25.54960633,77.98929139,7.707332484,63.1830529,blackgram
55,67,16,34.37329112,93.87192402,6.596719015,70.27184748,blackgram
23,70,15,34.6008247,94.28148446,7.403623355,60.41790253,blackgram
53,74,15,29.43463808,84.98234854,7.517097,72.17818157,blackgram
26,67,16,29.10713092,84.39283566,7.17620823,67.83345933,blackgram
33,80,22,28.57006111,83.42611,6.593961761,70.0866434,blackgram
37,79,19,27.54384835,81.57892703,7.143942758,69.40878198,blackgram
33,75,21,33.04687968,91.48438342,6.690655045,62.30278274,blackgram
22,55,20,33.95309131,93.11556436,7.423530351,61.16350463,blackgram
20,68,17,30.11873003,86.21371405,6.578714843,71.72980375,blackgram
43,68,20,29.57812712,85.24062882,7.497469256,69.43895491,blackgram
44,76,22,27.26458947,81.07626105,7.775306272,68.91754359,blackgram
34,60,16,31.35730791,88.44315424,7.322555223,63.85668948,blackgram
21,72,17,31.52104732,88.73788518,7.580527339,61.71111448,blackgram
25,68,19,29.39982732,84.91968918,7.108450121,67.47677295,blackgram
41,62,15,29.38400259,84.89120466,7.358974541,65.24194361,blackgram
28,65,23,28.38686534,83.09635761,7.405176138,74.24459122,blackgram
35,64,15,28.47442276,83.25396097,6.500144962,69.5274407,blackgram
52,58,16,30.64095781,87.15372406,7.167435834,71.36947525,blackgram
58,75,25,25.25596239,77.4607323,7.261791753,68.64685069,blackgram
34,66,19,32.97030511,91.3465492,7.586642101,73.44678678,blackgram
52,70,16,33.66855394,92.60339709,7.534811833,67.32520551,blackgram
23,57,19,32.83963757,91.11134763,7.251000789,73.40452716,blackgram
42,58,25,27.45853567,81.42536421,6.513620918,69.46020927,blackgram
37,62,17,25.68576704,78.23438067,7.121254928,74.62068748,blackgram
44,75,22,30.0328403,86.05911254,7.574561547,71.21006868,blackgram
21,80,20,28.20667264,82.77201075,7.350869792,64.32887142,blackgram
56,76,16,28.27265858,82.89078544,7.513151076,63.29900785,blackgram
29,76,15,28.5417236,83.37510248,7.025607706,69.68862306,blackgram
43,61,20,26.87187036,80.36936665,6.804253866,63.51822045,blackgram
55,60,15,32.79766751,91.03580152,7.163043872,64.11411069,blackgram
44,63,15,26.42333018,79.56199432,7.338929556,63.46546487,blackgram
29,67,21,29.79181107,85.62525993,6.621323612,63.02169909,blackgram
47,63,16,27.44003279,81.39205902,6.661870999,72.50669768,blackgram
40,68,17,34.1262979,93.42733622,7.733149554,70.40795007,blackgram
58,61,15,30.94908189,87.7083474,7.402891666,62.78730907,blackgram
41,74,18,28.75751783,83.76353209,6.599147298,73.37686831,blackgram
58,79,17,27.24766491,81.04579684,7.04174124,62.31842057,blackgram
27,62,24,28.63005477,83.53409859,7.353876754,62.2737345,blackgram
27,60,17,26.41768321,79.55182978,7.026795359,64.42177127,blackgram
52,65,20,32.81705216,91.07069389,6.814301033,68.83924882,blackgram
44,55,25,29.6321052,85.33778936,7.42160832,71.16331975,blackgram
21,62,24,33.49077065,92.28338717,6.847382891,65.45328463,blackgram
60,59,22,31.86847286,89.36325115,7.191522601,74.22238583,blackgram
33,77,21,30.32992227,86.59386009,7.01285529,71.64631281,blackgram
59,58,17,28.546224,83.3832032,7.368318809,62.83469851,blackgram
